category,MMSI,Vessel Name,IMO Number,Flag,Call Sign,Port of Registry,Owner Name,Owner Address,Operator Name,Operator Address,Infraction Links
matched_reg_ais,441024000,Oceanace,9386665,South Korea,,KR-PUS,"DONGWON INDUSTRIES Co., Ltd","68, MABANG-RO, SEOCHO-GU, SEOUL, KOREA",,,
matched_reg_ais,444002410,Oceanace,9386665,South Korea,,KR-PUS,"DONGWON INDUSTRIES Co., Ltd","68, MABANG-RO, SEOCHO-GU, SEOUL, KOREA",,,
matched_reg_ais,440823000,Oceanmaster,8812227,South Korea,,KR-PUS,"DONGWON INDUSTRIES Co., Ltd","68, MABANG-RO, SEOCHO-GU, SEOUL, KOREA",,,
matched_reg_ais,440654000,Oryong 303,8610643,South Korea,,KR-PUS,"SAJO INDUSTRIES CO., LTD.","107-39, Tongil Ro,Seodaemun-gu,Seoul, Korea","SAJO INDUSTRIES CO., LTD.","107-39, Tongil-ro, Seodaemun-gu, Seoul, Republic of Korea",
matched_reg_ais,440656000,Oryong 305,8703878,South Korea,,KR-PUS,"SAJO INDUSTRIES CO., LTD.","107-39, Tongil Ro,Seodaemun-gu,Seoul, Korea","SAJO INDUSTRIES CO., LTD.","107-39, Tongil-ro, Seodaemun-gu, Seoul, Republic of Korea",
matched_reg_ais,440733000,Oryong 306,8703880,South Korea,,KR-PUS,"SAJO INDUSTRIES CO., LTD.","107-39, Tongil Ro,Seodaemun-gu,Seoul, Korea","SAJO INDUSTRIES CO., LTD.","107-39, Tongil-ro, Seodaemun-gu, Seoul, Republic of Korea",
matched_reg_ais,440987000,Oryong 311,8714164,South Korea,,KR-PUS,"SAJO INDUSTRIES CO., LTD.","107-39, Tongil Ro,Seodaemun-gu,Seoul, Korea","SAJO INDUSTRIES CO., LTD.","107-39, Tongil-ro, Seodaemun-gu, Seoul, Republic of Korea",
matched_reg_ais,440731000,Oryong 315,8714188,South Korea,,KR-PUS,"SAJO INDUSTRIES CO., LTD.","107-39, Tongil Ro,Seodaemun-gu,Seoul, Korea","SAJO INDUSTRIES CO., LTD.","107-39, Tongil-ro, Seodaemun-gu, Seoul, Republic of Korea",
matched_reg_ais,440986000,Oryong 316,9042037,South Korea,,KR-PUS,"SAJO INDUSTRIES CO., LTD.","107-39, Tongil Ro,Seodaemun-gu,Seoul, Korea","SAJO INDUSTRIES CO., LTD.","107-39, Tongil-ro, Seodaemun-gu, Seoul, Republic of Korea",
matched_reg_ais,440045000,Oryong 317,9042049,South Korea,,KR-PUS,"SAJO SEAFOOD CO., LTD","107-39,Tongil-ro, Seodaemun-gu, Seoul, Korea","SAJO SEAFOOD CO., LTD","107-39, Tongil-ro, Seodaemun-gu, Seoul, Republic of Korea",
matched_reg_ais,440055000,Oryong 325,9019509,South Korea,,KR-PUS,"SAJO SEAFOOD CO., LTD","107-39,Tongil-ro, Seodaemun-gu, Seoul, Korea","SAJO SEAFOOD CO., LTD","107-39, Tongil-ro, Seodaemun-gu, Seoul, Republic of Korea",
matched_reg_ais,440989000,Oryong 353,8703440,South Korea,,KR-PUS,"SAJO INDUSTRIES CO., LTD.","107-39, Tongil Ro,Seodaemun-gu,Seoul, Korea",,,
matched_reg_ais,441233000,Oryong 355,8804062,South Korea,,KR-PUS,"SAJO INDUSTRIES CO., LTD.","107-39, Tongil Ro,Seodaemun-gu,Seoul, Korea",,,
matched_reg_ais,441374000,Oryong 371,8904020,South Korea,,KR-PUS,"SAJO INDUSTRIES CO., LTD.","107-39, Tongil Ro,Seodaemun-gu,Seoul, Korea","SAJO INDUSTRIES CO., LTD.","107-39 TONGIL-RO, SEODAEMUN-GU",
matched_reg_ais,441242000,Oryong 373,9159139,South Korea,,KR-PUS,"SAJO INDUSTRIES CO., LTD.","107-39, Tongil Ro,Seodaemun-gu,Seoul, Korea","SAJO INDUSTRIES CO., LTD.","107-39 TONGIL-RO, SEODAEMUN-GU",
matched_reg_ais,441584000,Oryong 375,9152179,South Korea,,KR-PUS,"SAJO INDUSTRIES CO., LTD.","107-39, Tongil Ro,Seodaemun-gu,Seoul, Korea","SAJO INDUSTRIES CO., LTD.","107-39, Tongil-ro, Seodaemun-gu, Seoul, Republic of Korea",
matched_reg_ais,441650000,Oryong 377,9047893,South Korea,,KR-PUS,"SAJO INDUSTRIES CO., LTD.","107-39, Tongil Ro,Seodaemun-gu,Seoul, Korea","SAJO INDUSTRIES CO., LTD.","107-39, Tongil-ro, Seodaemun-gu, Seoul, Republic of Korea",
matched_reg_ais,440933000,Oryong 708,8709092,South Korea,,KR-PUS,"SAJO INDUSTRIES CO., LTD.","107-39, Tongil Ro,Seodaemun-gu,Seoul, Korea","SAJO INDUSTRIES CO., LTD.","107-39, Tongil-ro, Seodaemun-gu, Seoul, Republic of Korea",
matched_reg_ais,441072000,Oryong 712,8717788,South Korea,,KR-PUS,"SAJO INDUSTRIES CO., LTD.","107-39, Tongil Ro,Seodaemun-gu,Seoul, Korea","SAJO INDUSTRIES CO., LTD.","107-39, Tongil-ro, Seodaemun-gu, Seoul, Republic of Korea",
matched_reg_ais,440704000,Oryong 715,8717867,South Korea,,KR-PUS,"SAJO INDUSTRIES CO., LTD.","107-39, Tongil Ro,Seodaemun-gu,Seoul, Korea","SAJO INDUSTRIES CO., LTD.","107-39, Tongil-ro, Seodaemun-gu, Seoul, Republic of Korea",
matched_reg_ais,440934000,Oryong 716,8717879,South Korea,,KR-PUS,"SAJO INDUSTRIES CO., LTD.","107-39, Tongil Ro,Seodaemun-gu,Seoul, Korea","SAJO INDUSTRIES CO., LTD.","107-39, Tongil-ro, Seodaemun-gu, Seoul, Republic of Korea",
matched_reg_ais,440807000,Oryong 717,8815683,South Korea,,KR-PUS,"SAJO INDUSTRIES CO., LTD.","107-39, Tongil Ro,Seodaemun-gu,Seoul, Korea","SAJO INDUSTRIES CO., LTD.","107-39, Tongil-ro, Seodaemun-gu, Seoul, Republic of Korea",
matched_reg_ais,440935000,Oryong 718,8815695,South Korea,,KR-PUS,"SAJO INDUSTRIES CO., LTD.","107-39, Tongil Ro,Seodaemun-gu,Seoul, Korea","SAJO INDUSTRIES CO., LTD.","107-39, Tongil-ro, Seodaemun-gu, Seoul, Republic of Korea",
matched_reg_ais,440936000,Oryong 722,8829543,South Korea,,KR-PUS,"SAJO INDUSTRIES CO., LTD.","107-39, Tongil Ro,Seodaemun-gu,Seoul, Korea","SAJO INDUSTRIES CO., LTD.","107-39, Tongil-ro, Seodaemun-gu, Seoul, Republic of Korea",
matched_reg_ais,440885000,Oryong 723,9019315,South Korea,,KR-PUS,"SAJO INDUSTRIES CO., LTD.","107-39, Tongil Ro,Seodaemun-gu,Seoul, Korea","SAJO INDUSTRIES CO., LTD.","107-39, Tongil-ro, Seodaemun-gu, Seoul, Republic of Korea",
matched_reg_ais,440886000,Oryong 725,9041100,South Korea,,KR-PUS,"SAJO INDUSTRIES CO., LTD.","107-39, Tongil Ro,Seodaemun-gu,Seoul, Korea","SAJO INDUSTRIES CO., LTD.","107-39, Tongil-ro, Seodaemun-gu, Seoul, Republic of Korea",
matched_reg_ais,440920000,Oryong 731,8920919,South Korea,,KR-PUS,"SAJO INDUSTRIES CO., LTD.","107-39, Tongil Ro,Seodaemun-gu,Seoul, Korea","SAJO INDUSTRIES CO., LTD.","107-39, Tongil-ro, Seodaemun-gu, Seoul, Republic of Korea",
matched_reg_ais,440931000,Oryong 733,9041112,South Korea,,KR-PUS,"SAJO INDUSTRIES CO., LTD.","107-39, Tongil Ro,Seodaemun-gu,Seoul, Korea",,,
matched_reg_ais,441431000,Oryong 735,8821369,South Korea,,KR-PUS,"SAJO INDUSTRIES CO., LTD.","107-39, TONGIL-RO, SEODAEMUN-GU, SEOUL, REPUBLIC OF KOREA",,,
matched_reg_ais,441483000,Oryong 801,8909604,South Korea,,KR-PUS,"SAJO INDUSTRIES CO., LTD.","107-39, Tongil Ro,Seodaemun-gu,Seoul, Korea","SAJO INDUSTRIES CO., LTD.","107-39 TONGIL-RO, SEODAEMUN-GU",
matched_reg_ais,440154000,Oryong 805,9178587,South Korea,,BUSAN,"SAJO INDUSTRIES CO., LTD.","107-39 TONGIL-RO, SEODAEMUN-GU","SAJO INDUSTRIES CO., LTD.","107-39 TONGIL-RO, SEODAEMUN-GU",
matched_reg_ais,441439000,Oryong 901,9895850,South Korea,,KR-PUS,"SAJO INDUSTRIES CO., LTD.","107-39, TONGIL-RO, SOEDAEMUN-GU, SEOUL, REPUBLIC OF KOREA",,,
matched_reg_ais,441098000,Oyang 355,8905593,South Korea,,KR-PUS,OYANG CORPORATION,"2159, Namboosoonhwan-ro, Seocho-gu, Seoul, Korea",,,
matched_reg_ais,441084000,Oyang 371,8920892,South Korea,,KR-PUS,OYANG CORPORATION,"2159, Namboosoonhwan-ro, Seocho-gu, Seoul, Korea",,,
matched_reg_ais,441018000,Oyang 372,8920907,South Korea,,KR-PUS,OYANG CORPORATION,"2159, Namboosoonhwan-ro, Seocho-gu, Seoul, Korea",Oyang  Corporation,"2159, Namboosoonhwan-ro, Seocho-gu, Seoul, Korea",
matched_reg_ais,441769000,Oyang 75,8801175,South Korea,,,OVERSEAS PACIFIC LLC,"Suite 1A 136-2672, 1900, N Bayshore Drive, Miami FL 33132-3002, USA.",OVERSEAS PACIFIC LLC,"Suite 1A 136-2672, 1900, N Bayshore Drive, Miami FL 33132-3002, USA.",
matched_reg_ais,440256000,Oyang 77,7416612,South Korea,,,,,,,
matched_reg_ais,441430000,Oyang 88,8223749,South Korea,,,,,,,
matched_reg_ais,441371000,Oyang 99,7388310,South Korea,,,,,,,
matched_reg_ais,440595000,Panalox 501,8916358,South Korea,,KR-PUS,"SILLA Co., Ltd","30, Godeokbizvalley-ro 6-gil,Gangdong-gu,Seoul,Republic of Korea",,,
matched_reg_ais,440617000,Panalox 502,8916360,South Korea,,KR-PUS,"SILLA Co., Ltd","30, Godeokbizvalley-ro 6-gil,Gangdong-gu,Seoul,Republic of Korea",,,
matched_reg_ais,440517000,Panalox 503,8916372,South Korea,,KR-PUS,"SILLA Co., Ltd","30, Godeokbizvalley-ro 6-gil,Gangdong-gu,Seoul,Republic of Korea",,,
matched_reg_ais,440549000,Panalox 505,8916384,South Korea,,KR-PUS,"SILLA Co., Ltd","30, Godeokbizvalley-ro 6-gil,Gangdong-gu,Seoul,Republic of Korea",,,
matched_reg_ais,440522000,Panalox 506,8916396,South Korea,,KR-PUS,"SILLA Co., Ltd","30, Godeokbizvalley-ro 6-gil,Gangdong-gu,Seoul,Republic of Korea",,,
matched_reg_ais,440528000,Pratidina 28,8614986,South Korea,,,,,,,
matched_reg_ais,440986000,Ryong,9042037,South Korea,,KR-PUS,"SAJO INDUSTRIES CO., LTD.","107-39, Tongil Ro,Seodaemun-gu,Seoul, Korea","SAJO INDUSTRIES CO., LTD.","107-39, Tongil-ro, Seodaemun-gu, Seoul, Republic of Korea",
matched_reg_ais,440811000,Saein 1,9041992,South Korea,,"BUSAN, KOR",,,,,
matched_reg_ais,441766000,Saein 3,8708074,South Korea,,"BUSAN, KOR",,,,,
matched_reg_ais,441767000,Saein 5,8708141,South Korea,,"BUSAN, KOR",,,,,
matched_reg_ais,440995000,Saein 7,9042051,South Korea,,"BUSAN, KOR",,,,,
matched_reg_ais,440684000,Saein 9,8827583,South Korea,,"BUSAN, KOR",,,,,
matched_reg_ais,440899000,Saeinchampion,7042538,South Korea,,Busan,,,,,
matched_reg_ais,440863000,Saeinleader,8505977,South Korea,,Busan,,,,,
matched_reg_ais,441784000,Saeinmaster,8748816,South Korea,,Busan,Jeongil Corporation,,Jeongil Corporation,,
matched_reg_ais,440100000,Saeinpioneer,8821292,South Korea,,Busan,Jeongil Corporation,,,,
matched_reg_ais,441667000,Saeinvictor,9230646,South Korea,,Busan,Jeongil Corporation,,Jeongil Corporation,,
matched_reg_ais,440053000,Sajoalexandria,9683635,South Korea,,KR-PUS,"SAJO INDUSTRIES Co., Ltd","107-39, Tongil-Ro, Seodaemun-gu, Seoul, KOREA",,,
matched_reg_ais,441166000,Sajocolumbia,9618379,South Korea,,KR-PUS,"SAJO INDUSTRIES Co., Ltd","107-39, Tongil-Ro, Seodaemun-gu, Seoul, KOREA",,,
matched_reg_ais,440882000,Sajoconcordia,9699593,South Korea,,KR-PUS,"SAJO INDUSTRIES CO., LTD.","107-39, TONGIL-RO, SEODAEMUN-GU, SEOUL, KOREA",,,
matched_reg_ais,441853000,Sajofamilia,9619323,South Korea,,KR-PUS,"SAJO INDUSTRIES Co., Ltd","107-39, Tongil-Ro, Seodaemun-gu, Seoul, KOREA",,,
matched_reg_ais,441930000,Sajoposedonia,9683623,South Korea,,KR-PUS,OYANG CORPORATION,"2159, NAMBUSUNHWAN-RO, SEOCHO-GU, SEOUL, KOREA",,,
matched_reg_ais,441675000,Sajopotentia,9587063,South Korea,,KR-PUS,"SAJO SEAFOOD Co., Ltd","107-39, Tongil-Ro, Seodaemun-gu, Seoul, KOREA",,,
matched_reg_ais,441436000,Sajothetisia,9157466,South Korea,,KR-PUS,"SAJO INDUSTRIES CO., LTD.","107-39, TONGIL-RO, SEODAEMUN-GU, SEOUL, KOREA",,,
matched_reg_ais,440076000,Samyoung 301,8623145,South Korea,,Busan,,,,,
matched_reg_ais,440195000,Segyero,9713973,South Korea,,KR-PUS,"DONGWON INDUSTRIES Co., Ltd","68, MABANG-RO, SEOCHO-GU, SEOUL, KOREA",,,
matched_reg_ais,441699000,Sejong,8607385,South Korea,,Busan,,,,,
matched_reg_ais,441352000,Seungjin 801,9897080,South Korea,,BUSAN.KOREA,,,,,
matched_reg_ais,440854000,Sevenpark,8608822,South Korea,,Busan,Hongjin Corporation,,Hongjin Corporation,,
matched_reg_ais,440492000,Shillachallenger,8813489,South Korea,,KR-PUS,"SILLA Co., Ltd","30, Godeokbizvalley-ro 6-gil,Gangdong-gu,Seoul,Republic of Korea",,,
matched_reg_ais,440450000,Shillaexplorer,9699567,South Korea,,KR-PUS,"SILLA CO., LTD","30, Godeokbizvalley-ro 6-gil,Gangdong-gu,Seoul,Republic of Korea","SILLA CO., LTD.","30, Godeokbizvalley-ro 6-gil,Gangdong-gu,Seoul,Republic of Korea",
matched_reg_ais,441807000,Shillaharvester,9634919,South Korea,,KR-PUS,"SILLA Co., Ltd",CLS TRITON ADV+FFA/ 051-6633-161,"SILLA CO., LTD.","30, Godeokbizvalley-ro 6-gil,Gangdong-gu,Seoul,Republic of Korea",
matched_reg_ais,441066000,Shillajupiter,9199220,South Korea,,KR-PUS,"SILLA Co., Ltd","30, Godeokbizvalley-ro 6-gil,Gangdong-gu,Seoul,Republic of Korea",,,
matched_reg_ais,440542000,Shillapioneer,9699579,South Korea,,KR-PUS,"SILLA CO., LTD","30, Godeokbizvalley-ro 6-gil,Gangdong-gu,Seoul,Republic of Korea","SILLA CO., LTD.","30, Godeokbizvalley-ro 6-gil,Gangdong-gu,Seoul,Republic of Korea",
matched_reg_ais,441837000,Shillasprinter,9634945,South Korea,,KR-PUS,"SILLA Co., Ltd","30, Godeokbizvalley-ro 6-gil,Gangdong-gu,Seoul,Republic of Korea",,,
matched_reg_ais,440604000,Shinyung 51,8714231,South Korea,,KR-PUS,"SILLA Co., Ltd","30, Godeokbizvalley-ro 6-gil,Gangdong-gu,Seoul,Republic of Korea","Silla Co., Ltd.","362, Baekjegobun-ro, Songpa-gu, Seoul, Korea",
matched_reg_ais,440612000,Shinyung 52,8717984,South Korea,,KR-PUS,"SILLA Co., Ltd","30, Godeokbizvalley-ro 6-gil,Gangdong-gu,Seoul,Republic of Korea",,,
matched_reg_ais,440503000,Shinyung 55,8815724,South Korea,,KR-PUS,"SILLA Co., Ltd","30, Godeokbizvalley-ro 6-gil,Gangdong-gu,Seoul,Republic of Korea",,,
matched_reg_ais,440504000,Shinyung 56,8619326,South Korea,,KR-PUS,"SILLA Co., Ltd","30, Godeokbizvalley-ro 6-gil,Gangdong-gu,Seoul,Republic of Korea","Silla Co., Ltd.","362, Baekjegobun-ro, Songpa-gu, Seoul, Korea",
matched_reg_ais,440038000,Skymax 101,8662828,South Korea,,BUSAN,,,,,
matched_reg_ais,440282000,Southernocean,9178642,South Korea,,Busan,Hongjin Corporation,,Hongjin Corporation,,
matched_reg_ais,440282000,Southernpark,9178642,South Korea,,Busan,Hongjin Corporation,,Hongjin Corporation,,
matched_reg_ais,440855000,Sungkyung 517,8904903,South Korea,,Busan,,,,,
matched_reg_ais,441864000,Sunstar,8978071,South Korea,,"BUSAN, KOREA",,,,,
matched_reg_ais,441051000,Sureste 707,8312851,South Korea,,,,,,,
matched_reg_ais,440297000,Taebaek 91,8717829,South Korea,,Busan,,,,,
matched_reg_ais,440167000,Teraaka,9743423,South Korea,,KR-PUS,"DONGWON INDUSTRIES Co., Ltd","68, MABANG-RO, SEOCHO-GU, SEOUL, KOREA",,,
matched_reg_ais,441713000,Tongyoung 803,8610485,South Korea,,Busan,,,,,
matched_reg_ais,440384000,Tongyoung 805,9929481,South Korea,,BUSAN,,,,,
matched_reg_ais,441384000,Tongyoung 805,9929481,South Korea,,BUSAN,,,,,
matched_reg_ais,440652000,Tongyoung 808,8614352,South Korea,,BUSAN,,,,,
matched_reg_ais,8614352,Tongyoung 808,8614352,South Korea,,BUSAN,,,,,
matched_reg_ais,440648000,Tonina 3,8821565,South Korea,,KR-PUS,"DONGWON INDUSTRIES Co., Ltd","DONGWON INDUSTRIES CO., LTD. /68, Mabang-ro, Seocho-gu, Seoul, Korea",,,
matched_reg_ais,440645000,Tonina 5,9001423,South Korea,,KR-PUS,"DONGWON INDUSTRIES Co., Ltd","DONGWON INDUSTRIES CO., LTD. /68, Mabang-ro, Seocho-gu, Seoul, Korea",,,
unmatched_ais,441182930,A,,South Korea,,,,,,,
unmatched_ais,440504170,Adamho,,South Korea,,,,,,,
unmatched_ais,440404640,Arjin 96,,South Korea,,,,,,,
unmatched_ais,440121660,Backguho 101,,South Korea,,,,,,,
unmatched_ais,440406670,Baekeokho,4194304,South Korea,,,,,,,
unmatched_ais,440508050,Baekjeho,,South Korea,,,,,,,
unmatched_ais,440217420,Beomjin 102,4194304,South Korea,,,,,,,
unmatched_ais,440213270,Beomjin 103,,South Korea,,,,,,,
unmatched_ais,440313550,Bigosyeonho,,South Korea,,,,,,,
unmatched_ais,440402630,Bobae,,South Korea,,,,,,,
unmatched_ais,440304830,Bogwangho,,South Korea,,,,,,,
unmatched_ais,440019160,Boksengho 368,,South Korea,,,,,,,
unmatched_ais,440701060,Bokyeon,,South Korea,,,,,,,
unmatched_ais,440187270,Bokyoungho,4194304,South Korea,,,,,,,
unmatched_ais,440322510,Bongyangho 3,,South Korea,,,,,,,
unmatched_ais,440319650,Bongyoungho,,South Korea,,,,,,,
unmatched_ais,440312390,Boochang 109,,South Korea,,,,,,,
unmatched_ais,440060520,Booyoung,,South Korea,,,,,,,
unmatched_ais,440603030,Boryung 13,,South Korea,,,,,,,
unmatched_ais,440101140,Bosung,,South Korea,,,,,,,
unmatched_ais,440403340,Bosung 16,,South Korea,,,,,,,
unmatched_ais,440312820,Buchang 101,,South Korea,,,,,,,
unmatched_ais,440315710,Buchang 107,,South Korea,,,,,,,
unmatched_ais,440312840,Buchangho 102,,South Korea,,,,,,,
unmatched_ais,440332730,Buchangho 107,,South Korea,,,,,,,
unmatched_ais,440197790,Buchangho 207,,South Korea,,,,,,,
unmatched_ais,440130570,Bugang 1,,South Korea,,,,,,,
unmatched_ais,440134900,Bugang 2,4194304,South Korea,,,,,,,
unmatched_ais,440105010,Bugil,,South Korea,,,,,,,
unmatched_ais,440408440,Bugwangho,,South Korea,,,,,,,
unmatched_ais,440410950,Bujang 5,,South Korea,,,,,,,
unmatched_ais,440126260,Bukyung 67,,South Korea,,,,,,,
unmatched_ais,440103200,Busan 706,,South Korea,,,,,,,
unmatched_ais,440706530,Busungho,,South Korea,,,,,,,
unmatched_ais,440018510,Buyeonho,,South Korea,,,,,,,
unmatched_ais,440602600,Buyung 309,,South Korea,,,,,,,
unmatched_ais,440338730,Ceonghae 108,4194304,South Korea,,,,,,,
unmatched_ais,440096790,Changbok,,South Korea,,,,,,,
unmatched_ais,440215190,Changduk 1,,South Korea,,,,,,,
unmatched_ais,440600128,Changheung 1,4194304,South Korea,,,,,,,
unmatched_ais,440104020,Changlim 501,,South Korea,,,,,,,
unmatched_ais,440104390,Changlim 502,4194304,South Korea,,,,,,,
unmatched_ais,440601030,Changmyoung,,South Korea,,,,,,,
unmatched_ais,440005560,Changnam 201,,South Korea,,,,,,,
unmatched_ais,440106500,Changnam 202,4194304,South Korea,,,,,,,
unmatched_ais,440316590,Changnam 203,,South Korea,,,,,,,
unmatched_ais,440153380,Changnam 303,,South Korea,,,,,,,
unmatched_ais,440121880,Changnam 305,4194304,South Korea,,,,,,,
unmatched_ais,440065110,Changnam 31,4194304,South Korea,,,,,,,
unmatched_ais,440195340,Changnam 32,,South Korea,,,,,,,
unmatched_ais,440147730,Changnam 7,4194304,South Korea,,,,,,,
unmatched_ais,440104320,Changnam 705,4194304,South Korea,,,,,,,
unmatched_ais,440413180,Changnam 755,,South Korea,,,,,,,
unmatched_ais,440190250,Changnam8,,South Korea,,,,,,,
unmatched_ais,440128750,Changnan 503,,South Korea,,,,,,,
unmatched_ais,440402880,Changseong 32,,South Korea,,,,,,,
unmatched_ais,440171640,Changseongho,,South Korea,,,,,,,
unmatched_ais,440323430,Changyeongho 207,4194304,South Korea,,,,,,,
unmatched_ais,440313030,Changyoung 801,,South Korea,,,,,,,
unmatched_ais,440318430,Changyung 208,4194304,South Korea,,,,,,,
unmatched_ais,440318440,Changyung 209,4194304,South Korea,,,,,,,
unmatched_ais,440405430,Chanyu132,,South Korea,,,,,,,
unmatched_ais,440338720,Chenghae 107,4194304,South Korea,,,,,,,
unmatched_ais,440033610,Cheonboho,,South Korea,,,,,,,
unmatched_ais,440134240,Cheonbok887,4194304,South Korea,,,,,,,
unmatched_ais,440313980,Cheongeum,,South Korea,,,,,,,
unmatched_ais,440129310,Cheonggwang 301,4194304,South Korea,,,,,,,
unmatched_ais,440129320,Cheonggwang 303,4194304,South Korea,,,,,,,
unmatched_ais,440123570,Cheonggwang 56,,South Korea,,,,,,,
unmatched_ais,440311750,Cheonggyeong,,South Korea,,,,,,,
unmatched_ais,440031940,Cheonghae 1,,South Korea,,,,,,,
unmatched_ais,440043290,Cheonghae 201,4194304,South Korea,,,,,,,
unmatched_ais,440705710,Cheonghae 2022,,South Korea,,,,,,,
unmatched_ais,440330960,Cheonghae 77,4194304,South Korea,,,,,,,
unmatched_ais,440330950,Cheonghai78,4194304,South Korea,,,,,,,
unmatched_ais,440131040,Cheongjinho 7,4194304,South Korea,,,,,,,
unmatched_ais,440107710,Cheongpung 789,4194304,South Korea,,,,,,,
unmatched_ais,440131810,Cheongsin 2021,,South Korea,,,,,,,
unmatched_ais,440163270,Cheongyang 1,,South Korea,,,,,,,
unmatched_ais,440163280,Cheongyang 2,,South Korea,,,,,,,
unmatched_ais,440312750,Cheongyang 3,4194304,South Korea,,,,,,,
unmatched_ais,440123740,Cheongyang 9,4194304,South Korea,,,,,,,
unmatched_ais,440704640,Cheonil 333,4194304,South Korea,,,,,,,
unmatched_ais,440140540,Cheonkwang,,South Korea,,,,,,,
unmatched_ais,440402740,Cheonkwang 7,,South Korea,,,,,,,
unmatched_ais,440074960,Cheonllho 338,,South Korea,,,,,,,
unmatched_ais,440409110,Cheungjin,,South Korea,,,,,,,
unmatched_ais,440129290,Chunggwangho 302,,South Korea,,,,,,,
unmatched_ais,440312160,Chunghae 101,4194304,South Korea,,,,,,,
unmatched_ais,440142080,Chungyang 11,4194304,South Korea,,,,,,,
unmatched_ais,440794000,Chungyong 83,8905555,South Korea,,,,,,,
unmatched_ais,440141780,Daebaek501,,South Korea,,,,,,,
unmatched_ais,440126040,Daebu39,,South Korea,,,,,,,
unmatched_ais,440402930,Daechang 76,,South Korea,,,,,,,
unmatched_ais,440036620,Daedong,,South Korea,,,,,,,
unmatched_ais,440413040,Daegilho 2021,,South Korea,,,,,,,
unmatched_ais,440109370,Daehan 701,4194304,South Korea,,,,,,,
unmatched_ais,440126880,Daehan 702,,South Korea,,,,,,,
unmatched_ais,440327660,Daeheungho 2012,,South Korea,,,,,,,
unmatched_ais,440040390,Daehyeonho,,South Korea,,,,,,,
unmatched_ais,440705470,Daehyun 207,,South Korea,,,,,,,
unmatched_ais,440103570,Daeil 202,,South Korea,,,,,,,
unmatched_ais,440113370,Daejin 103,4194304,South Korea,,,,,,,
unmatched_ais,440060290,Daejin 105,4194304,South Korea,,,,,,,
unmatched_ais,440105140,Daejin 107,4194304,South Korea,,,,,,,
unmatched_ais,440121650,Daejin 111,4194304,South Korea,,,,,,,
unmatched_ais,440111720,Daejin 115,,South Korea,,,,,,,
unmatched_ais,440107960,Daejin 127,4194304,South Korea,,,,,,,
unmatched_ais,440006510,Daejin 128,4194304,South Korea,,,,,,,
unmatched_ais,440104230,Daejin 131,,South Korea,,,,,,,
unmatched_ais,440113970,Daejin 133,,South Korea,,,,,,,
unmatched_ais,440019280,Daejin 206,4194304,South Korea,,,,,,,
unmatched_ais,440112040,Daejin 207,4194304,South Korea,,,,,,,
unmatched_ais,440706190,Daejuho 108,4194304,South Korea,,,,,,,
unmatched_ais,440317160,Daekyungho 5,4194304,South Korea,,,,,,,
unmatched_ais,440704850,Daeryuk 1009,,South Korea,,,,,,,
unmatched_ais,440305980,Daeseong 105,,South Korea,,,,,,,
unmatched_ais,440333220,Daeseong 37,,South Korea,,,,,,,
unmatched_ais,440300270,Daeseung 208,,South Korea,,,,,,,
unmatched_ais,440145260,Daesung,,South Korea,,,,,,,
unmatched_ais,440412240,Daesung 11,9036387,South Korea,,,,,,,
unmatched_ais,440700770,Daesungho,4194304,South Korea,,,,,,,
unmatched_ais,440600350,Daesungho 209,,South Korea,,,,,,,
unmatched_ais,440300890,Daewhaho 106,4194304,South Korea,,,,,,,
unmatched_ais,440403910,Daewon 201,,South Korea,,,,,,,
unmatched_ais,440411660,Daeyang,,South Korea,,,,,,,
unmatched_ais,440104220,Daeyang 111,,South Korea,,,,,,,
unmatched_ais,440403200,Daeyang 111,,South Korea,,,,,,,
unmatched_ais,440323960,Daeyang 115,,South Korea,,,,,,,
unmatched_ais,440128600,Daeyang 129,,South Korea,,,,,,,
unmatched_ais,440130140,Daeyang 13,,South Korea,,,,,,,
unmatched_ais,440006590,Daeyang 2,4194304,South Korea,,,,,,,
unmatched_ais,440319510,Daeyang 8,,South Korea,,,,,,,
unmatched_ais,440324480,Daeyang 9,4194304,South Korea,,,,,,,
unmatched_ais,440110270,Daeyangho 207,4194304,South Korea,,,,,,,
unmatched_ais,440185330,Daeyangho 22,,South Korea,,,,,,,
unmatched_ais,440319520,Daeyangho 5,4194304,South Korea,,,,,,,
unmatched_ais,440319550,Daeyangho 6,,South Korea,,,,,,,
unmatched_ais,440121890,Daeyangho 7,4194304,South Korea,,,,,,,
unmatched_ais,440121910,Daeyangho 8,4194304,South Korea,,,,,,,
unmatched_ais,440124190,Daeyeongho 13,,South Korea,,,,,,,
unmatched_ais,440124740,Daeyoung 1,4194304,South Korea,,,,,,,
unmatched_ais,440056250,Daeyoungho 27,,South Korea,,,,,,,
unmatched_ais,440147160,Dageon 836,4194304,South Korea,,,,,,,
unmatched_ais,440073190,Daonho,,South Korea,,,,,,,
unmatched_ais,440403740,Dayeonho,,South Korea,,,,,,,
unmatched_ais,440141570,Dayuenho 707,,South Korea,,,,,,,
unmatched_ais,440024740,Deagilho 707,4194304,South Korea,,,,,,,
unmatched_ais,440707710,Deaheungho 108,4194304,South Korea,,,,,,,
unmatched_ais,440600404,Deaseungho 101,,South Korea,,,,,,,
unmatched_ais,440311110,Deokhaeho 801,,South Korea,,,,,,,
